,Date,news
3034,25-08-2020,Low rates seen for crops in Vid over pandemic worries
3035,24-08-2020,Covid-19 pandemic brake on India-Nepal rly project work
3036,24-08-2020,Tata Digital plans to launch e-comm app
3037,24-08-2020,Higher impairments pull Tata Capital’s FY20 profit by 87%
3038,24-08-2020,Dairy min takes dip in Bhavani during lockdown
3039,24-08-2020,AC sales reel from the pandemic punch in Kolkata
3040,23-08-2020,Art sector paints canvas differently to stay afloat during pandemic
3041,23-08-2020,Discoms facing difficulty in recovery of dues of lockdown
3042,23-08-2020,Kolkata: Pandemic scales down Ganesh festivities to mere rituals at home
3043,23-08-2020,Lockdown high: Yamuna water records more oxygen
3044,23-08-2020,Monsoon look: Pothole pandemic hits Chandigarh bicycle tracks
3045,23-08-2020,Gurugram: Lockdown deals a blow when business just picked up
3046,22-08-2020,Violinist Manoj George’s 10th album captures the emotions of lockdown
3047,22-08-2020,Pandemic can’t stop me from praying wholeheartedly: Tnusree on #GaneshPuja
3048,22-08-2020,Rajasthan: Six-day lockdown in Baran from today
3049,22-08-2020,"Pandemic delays PUTA polls, voting arrangements changed"
3050,22-08-2020,Jail lost more than Rs1cr revenue during pandemic
3051,22-08-2020,Pune: Vighnaharta Ganesh arrives home to help defend against pandemic
3052,22-08-2020,Hindi-Tamil tug of war at Ayush programme
3053,22-08-2020,"Rain, lockdown keep Kolkatans indoors; showers likely to lash city till Tuesday"
3054,21-08-2020,Rishab Shetty and Ganavi Laxman shoot for thriller comedy flick during lockdown
3055,21-08-2020,Pandemic dampens Ganesha idol sales in Bengaluru
3056,21-08-2020,For 100 year old Lucy COVID is just another pandemic
3057,21-08-2020,RBI’s MPC feared broader inflation
3058,21-08-2020,Deaths due to acute health conditions see rise amid pandemic
3059,21-08-2020,Pune Inc’s market value surges 35% since first lockdown
3060,21-08-2020,"Kolkata: Car hits lockdown cop; student, executive arrested"
3061,21-08-2020,Pandemic effect: Govt schools see surge in admissions to classes VI-IX
3062,21-08-2020,2 labourers working in zoo die of electrocution on lockdown day
3063,21-08-2020,"MP: Buses remain off road, seek tax relief for lockdown period"
3064,21-08-2020,"MP: Buses remain off road, seek tax relief for lockdown period"
3065,21-08-2020,Interest in home schooling rises since pandemic in Karnataka's coastal districts
3066,21-08-2020,"Pandemic hits Dhoolpet artisans hard, no takers for ready idols"
3067,21-08-2020,Tiger conservation to worsen if pandemic continues: Survey
3068,21-08-2020,Planned lockdown catches handful of flyers off guard
3069,21-08-2020,Lockdown raises demand for ‘seed Vinayakas’ in Trichy
3070,20-08-2020,Making a film during lockdown was a challenge: Karan Aanand
3071,20-08-2020,Kolkata: Work on Ganesha idols to continue on lockdown days
3072,20-08-2020,UP gets requests to lift lockdown on shooting of films
3073,20-08-2020,"Pandemic takes away ‘onasadhya,’from Kochi hotels"
3074,20-08-2020,Sounds of parai reverberate in lockdown
3075,20-08-2020,"AIADMK poster war continues, minister warns of severe action"
3076,20-08-2020,"H Raja’s tweet sparks war of words between BJP, AIADMK"
3077,20-08-2020,Mortality rate drops during lockdown
3078,20-08-2020,"West Bengal: 8,000 cops in two shifts to impose 48-hour lockdown"
3079,19-08-2020,"With trails opening, Sandalwood celebs take to trekking to beat pandemic blues"
3080,19-08-2020,Randeep Hooda: I think I have changed as a person amid the pandemic
3081,19-08-2020,Mangaluru: Youths turn beach into tourist spot during lockdown
3082,19-08-2020,"Hit by lockdown and ‘ditched’ by wife, businessman kills self in Shahjahanpur"
3083,19-08-2020,Pandemic rule violators add Rs 2.6 crore to police coffers
3084,19-08-2020,"Musicians in misery as lockdown silences harmony, rhythm"
3085,19-08-2020,War of words over Delhi's Shaheen Bagh continues between AAP and BJP
3086,19-08-2020,Kolkata: Maid uses dead man’s ATM card to siphon Rs 35 lakh during lockdown
3087,19-08-2020,Gujarat: Lockdown leaves musicians in misery
3088,19-08-2020,"Pandemic under control in MP, but can’t let guard down: AIIMS director"
3089,18-08-2020,"Dirty, stinking water adds to pandemic woes in Mangaluru"
3090,18-08-2020,Pandemic drives up two-wheeler registrations in Mangaluru
3091,18-08-2020,"UP: Amid pandemic cloud, Mahmudabad’s royal Muharram rituals to be livestreamed this year"
3092,18-08-2020,Flesh trade on rise in Haridwar as lockdown takes a toll on poor families
3093,18-08-2020,Pune: Fewer suicides during lockdown months than last year
3094,17-08-2020,"Goa to host ISL, first big sporting spectacle in times of pandemic"
3095,17-08-2020,Plastic surgeons set pandemic rules
3096,17-08-2020,Tirupati eases lockdown restrictions
3097,17-08-2020,Child marriages in Maharashtra soar during lockdown
3098,17-08-2020,Tata hospital adds two drugs to treat Covid patients
3099,16-08-2020,"In #Unlock3.0, bookings for workcations rise amid pandemic"
3100,16-08-2020,Star Boy LOC sang his unreleased songs on social media live sessions to keep fans entertained during the lockdown
3101,16-08-2020,NWKRTC staff utilise pandemic time to create a garden and hone their skills
3102,16-08-2020,"Karnataka: These patients opted for home quarantine, beat the pandemic"
3103,16-08-2020,"AIADMK CM war spills over, Edappadi K Palaniswami and O Panneerselvam call truce for now"
3104,16-08-2020,"AIADMK CM war spills over, Edappadi K Palaniswami and O Panneerselvam call truce for now"
3105,16-08-2020,"Pools in Calangute, Candolim under watch in dengue war"
3106,16-08-2020,Catering industry re-invents for pandemic times; many launch takeaway outlets
3107,16-08-2020,Mumbai: Demand for self-storage doubles amid lockdown
3108,16-08-2020,No hurry to lift lockdown entirely: Maharashtra CM Uddhav Thackeray
3109,16-08-2020,"BBMP, NGOs join hands to streamline pandemic management"
3110,16-08-2020,"Karnataka prof cultivates cucumbers, turns agripreneur during lockdown"
3111,16-08-2020,"Parsis to mark Navroz today, subdued by lockdown rules in Mumbai"
3112,16-08-2020,Here's what India is reading during the pandemic
3113,15-08-2020,Sindhu’s lockdown collab is all about the cycle of life
3114,15-08-2020,Lockdown blues for youngsters moving back in with parents
3115,15-08-2020,Celebs dream of a self-reliant India after the pandemic
3116,15-08-2020,Lockdown blues for youngsters moving back in with parents
3117,15-08-2020,"I-Day: For these celebs, the idea of being free has changed amid the pandemic"
3118,15-08-2020,Richa Chadha salutes the heroism shown by our healthcare workers during the pandemic
3119,15-08-2020,"War memorial renovated, ready for I-Day celebrations"
3120,15-08-2020,Chennai: Lockdown may be driving kids towards daredevilry
3121,15-08-2020,High power rates levied on consumers during lockdown illegal: Madras HC
3122,15-08-2020,High power rates levied on consumers during lockdown illegal: Madras HC
3123,15-08-2020,High power rates levied on consumers during lockdown illegal: Madras HC
3124,15-08-2020,BSE joins hands with i-Hub
3125,15-08-2020,Pandemic affects livelihoods of tribal families in Bhimashankar
3126,14-08-2020,Online quiz is the buzzword this pandemic
3127,14-08-2020,"Retail inflation nearly 7% on food prices rise, RBI may hold rates"
3128,14-08-2020,"Tata Steel sees Rs 4,648cr loss for Q1 due to Covid"
3129,14-08-2020,HC seeks report on Covid situation in Trichy as PIL seeks lockdown
3130,14-08-2020,UP: Big challenge is to bridge fiscal deficit due to pandemic
3131,14-08-2020,Bengaluru riots: How turf war among 4 leaders fuelled a minor issue
3132,13-08-2020,West Bengal govt removes August 28 from lockdown list
3133,13-08-2020,"For many, lockdown gives wings to creative writing"
3134,13-08-2020,"As pandemic rages, gurudwara sees drop in footfalls"
3135,13-08-2020,"Lockdown lifted, power demand back to normal"
3136,13-08-2020,Pandemic halts live kidney donation too
3137,13-08-2020,Pandemic puts the brakes on Ganesh Puja festivities
3138,13-08-2020,Lockdown forces Nilgiris heritage hunters to pause
3139,13-08-2020,MSEDCL’s key infra work during lockdown
3140,12-08-2020,"PM Modi stresses on containment, contact-tracing, testing to win war against Covid-19"
3141,12-08-2020,"Sensex, Nifty at five-month peaks over global cues"
3142,12-08-2020,Lockdown calendar keeps vegetable prices in check
3143,12-08-2020,"Kolkata: Pandemic pushes back RBU, art college admissions"
3144,11-08-2020,"The pandemic is the right time to start a business, say experts"
3145,11-08-2020,The pandemic has Bengaluru's football enthusiasts hooked on virtual leagues
3146,11-08-2020,Fitness freaks burn lockdown flab
3147,11-08-2020,Traders cite low Covid-19 rate among staffers to oppose further lockdown
3148,10-08-2020,Good news in lockdown times: Metro completes India’s deepest air shaft
3149,10-08-2020,Household cooks in Pune struggle to retain jobs amid long lockdown period
3150,10-08-2020,Goa: Lockdown farming results in bountiful cucumber crop
3151,10-08-2020,New restaurants come up in Trichy braving lockdown blues
3152,10-08-2020,"Three more deaths, 127 positive in Yavatmal; lockdown lifted"
3153,10-08-2020,Telangana: Inspections on hold for 5 months due to pandemic
3154,09-08-2020,"Delhi: Nearly 4,500 migrants in shelters needed counselling for mental health during lockdown"
3155,09-08-2020,Thakur: Cong politicising pandemic
3156,09-08-2020,Police to stand by pensioners and martyrs’ families during pandemic
3157,09-08-2020,"Goa: As pandemic rages, dhirios carry on unabated"
3158,09-08-2020,City has served 10k packets of cooked food to quarantine homes since pandemic began
3159,09-08-2020,23-year-old responds to call of duty to fight stigma during pandemic outbreak
3160,09-08-2020,2-day lockdown in Jhunjhunu’s Chirawa
3161,08-08-2020,Adah Sharma on taking her martial arts training to the next level during the lockdown
3162,08-08-2020,Budget hotels face problems of survival amid pandemic
3163,08-08-2020,No lockdown in Uttarakhand this weekend
3164,08-08-2020,"UP: Forest staff on toes as snakes, crocodiles frequent human habitats during lockdown"
3165,08-08-2020,Pune: Kunal Icon society makes most of the lockdown
3166,08-08-2020,Spike in PUC compliance after lockdown in Delhi
3167,08-08-2020,"State’s IT exports beat lockdown blues, stay above 22k cr in April-July"
3168,08-08-2020,"7-day lockdown begins in Barmer, Balotara"
3169,08-08-2020,Pandemic brings counter-insurgency training in Jharkhand to a standstill
3170,07-08-2020,Arhaan Behll: My role in Yehh Jadu Hai Jinn Ka ended before the lockdown
3171,07-08-2020,"State, AMA in war of words over testing"
3172,07-08-2020,Lockdown in Jodhpur & Bharatpur on weekends
3173,07-08-2020,Lockdown in Jodhpur & Bharatpur on weekends
3174,07-08-2020,Lockdown in MP only on Sundays: CM at review meet
3175,07-08-2020,213 booked for breaking lockdown rules
3176,07-08-2020,Kochi: Traders against total lockdown
3177,07-08-2020,‘We have reached the pandemic peak; will remain for 4-6 weeks’
3178,07-08-2020,Trade organisations urge CM to lift complete lockdown
3179,06-08-2020,Financial assistance for Malayali NRIs stranded in Kerala due to lockdown
3180,06-08-2020,"Pinning hopes on weekend biz, restaurant owners welcome change in lockdown dates"
3181,06-08-2020,Man travels 130km daily for call of duty as lockdown halts trains
3182,06-08-2020,Jaisalmer: Ramdeora fair cancelled due to Covid-19 pandemic
3183,06-08-2020,FIR against 13 for birthday party inside shop breaking lockdown rules
3184,06-08-2020,Kolkata: Cops take tougher steps to ensure total lockdown
3185,06-08-2020,JAC seeks 10-day lockdown in Vizag Agency
3186,06-08-2020,A pandemic turns lives of daily wagers topsy turvy
3187,05-08-2020,Small businesses face existential crisis amid pandemic in Patna
3188,05-08-2020,Covid lockdown hits silk weavers
3189,05-08-2020,"HDFC Bank, RIL help sensex gain 748 pts"
3190,05-08-2020,Students assist government personnel in fight against pandemic
3191,05-08-2020,"Week-long lockdown in parts of Balotara, Barmer"
3192,05-08-2020,Kolkata: Air turbulence over lockdown dates rejig
3193,05-08-2020,Goa: Pandemic stress affects frontline health workers
3194,05-08-2020,"Sun Pharma launches drug at Rs 35, triggers price war again"
3195,05-08-2020,Cops gear up to keep Kolkata in on August’s first lockdown day
3196,05-08-2020,Aligarh Muslim University to remain shut during weekend lockdown
3197,05-08-2020,"Sharp rise in toll tally, but admn doesn’t have lockdown on mind"
3198,05-08-2020,Patients at UPHCs rose by 30% to 50% during lockdown
3199,05-08-2020,Lockdown unlocks huge opportunity for gaming & animation industry
3200,04-08-2020,Tata Motors to drive in foreign partner in India passenger car biz
3201,04-08-2020,"Sensex down 667 pts as RIL, bank stocks slide"
3202,04-08-2020,Spinning mills cut production by 40% after lockdown
3203,04-08-2020,Tata Motors to drive in foreign partner in India passenger car biz
3204,04-08-2020,Left out on the streets in the time of a pandemic
3205,04-08-2020,Well done: Family in drought-prone Beed uses lockdown to dig itself out of water crisis
3206,04-08-2020,Businesses in Courtallam staring at losses this ‘saaral’ season due to lockdown
3207,04-08-2020,"Madurai: Lockdown violation cases cross 50,000"
3208,04-08-2020,House clean-up during lockdown unearths treasure trove of Ray’s letters to his mother
3209,04-08-2020,Uddanam needs spl care amid pandemic
3210,03-08-2020,Sushant Singh Rajput case: Netas join in Mumbai vs Bihar cops’ turf war
3211,03-08-2020,IITE holds pen-and-paper entrance exam in pandemic
3212,03-08-2020,Rakhi shopping takes a big hit in city due to pandemic
3213,03-08-2020,Sakhali housewife turns poultry farmer during lockdown
3214,02-08-2020,Friendship Day: The one with the friends who helped kick lockdown blues
3215,02-08-2020,Sanjay Gandhi: I was a little apprehensive to resume work amid the pandemic
3216,02-08-2020,Renovation on at War Memorial
3217,02-08-2020,"No lockdown on Sunday, curbs eased further"
3218,02-08-2020,City police’s ‘home drop’ scheme for stranded women stretched to migrants during lockdown
3219,02-08-2020,"Sans mobile network, Gir kids lead Mowgli-life in lockdown"
3220,02-08-2020,"Gujarat: Sans mobile network, Gir kids lead Mowgli-life in lockdown"
3221,02-08-2020,Lockdown makes traders unhappy
3222,02-08-2020,Erring motorists fined Rs 2 crore since beginning of lockdown
3223,02-08-2020,Intense lockdown in Gandhi market from today
3224,02-08-2020,Sushant Singh case: Cold war between cops intensifies
3225,02-08-2020,Benifits from lockdown
3226,02-08-2020,Chandigarh: Covid-19 pandemic helps rape accused secure bail
3227,02-08-2020,Eid spirit reigns despite lockdown in Bhopal
3228,01-08-2020,‘Exempt Aug 2 from lockdown for Adiperukku’
3229,01-08-2020,Bihar: Total lockdown in parts of Gaya for another week
3230,01-08-2020,"Tata Motors loss more than doubles to Rs 8,444 crore in Q1"
3231,01-08-2020,Lockdown in Vizianagaram till August 15
3232,01-08-2020,Is weekend lockdown in Uttarakhand working? Residents doubtful
3233,01-08-2020,Jaipur: Pandemic hits goat sales by 65% for Bakri Eid
3234,01-08-2020,A lacklustre Eid amid pandemic
3235,01-08-2020,Full lockdown on cards near Gandhi market in Trichy city
3236,01-08-2020,"Tollygunge serial shoots stalled over lockdown wage, Covid cover issues"
3237,01-08-2020,Pandemic gives boost to construction of footbridge in this village
3238,01-08-2020,Collectors can’t impose lockdown with permission: Madhya Pradesh CM
3239,01-08-2020,"No lockdown in Nagpur district during August, says guardian minister Nitin Raut"
3240,30-09-2020,Lockdown loneliness drives up gaming addiction
3241,30-09-2020,"No travel restrictions, relatively empty beaches and fewer COVID cases: Goa is everyone’s favourite travel spot in the pandemic"
3242,30-09-2020,Women and children suffer most in Covid pandemic
3243,30-09-2020,No lockdown but more curbs: CM
3244,30-09-2020,Detox drive pushes health tourism in Pune during pandemic
3245,29-09-2020,The books that kept Emraan Hashmi busy throughout the lockdown
3246,29-09-2020,"Vivek Anand Oberoi: As a producer, making people work during the pandemic is a huge pressure"
3247,29-09-2020,Lockdown impact: Heart ailments up among youth
3248,29-09-2020,Idar goes into self-imposed seven-day lockdown
3249,29-09-2020,CM Yogi asks Agra admin to help other districts in containing pandemic
3250,29-09-2020,Traders up against week-long lockdown in Samayapuram
3251,29-09-2020,Pune: TOI webinar discusses challenges and success stories during the pandemic
3252,29-09-2020,Pandemic proves traumatic for special kids and their families
3253,28-09-2020,MP: Pandemic curbs demand for commercial spaces in Indore
3254,28-09-2020,Shatrughan Sinha and daughter Sonakshi team up for a song to inspire people amid pandemic
3255,28-09-2020,"Hyderabad: Five child marriages stopped, cases up during lockdown"
3256,28-09-2020,"After crash, pandemic now sends chicken prices soaring in Bengaluru"
3257,28-09-2020,"SEC prepares pandemic election guidelines, sends it for forum’s nod"
3258,28-09-2020,‘We’re in Cold War 2 – China is the Soviet Union’s heir. India under PM Modi is very close to the USA’
3259,27-09-2020,"Kolkata: Pandemic forces pandals to tweak plans, week-long showers add to problems"
3260,27-09-2020,Kids add kilos as pandemic curtails outdoor activity
3261,27-09-2020,"In Madhya Pradesh's Narsinghpur, a week of voluntary lockdown"
3262,27-09-2020,Kids add kilos as pandemic curtails outdoor activity in Karnataka
3263,26-09-2020,Mixed reaction to Bihar assembly polls amid pandemic
3264,26-09-2020,SP’s PR firm head quits Tata company board
3265,26-09-2020,Mixed reaction to Bihar assembly polls amid pandemic
3266,26-09-2020,Nautanwa railway station new automobile handling terminal
3267,26-09-2020,Weekend lockdown in Jodhpur again
3268,26-09-2020,Routine order sparks lockdown rumours
3269,26-09-2020,Institutional deliveries see steep drop in Telangana amid pandemic
3270,26-09-2020,Funds crunch hits Mangaluru City Corporation as pandemic hits revenue
3271,26-09-2020,West Bengal: Open-air theatre to host first show after lockdown
3272,26-09-2020,People head to local vacation spots to beat lockdown fatigue
3273,25-09-2020,The iconic Rambo Circus goes digital; to perform online amid the pandemic
3274,25-09-2020,The iconic Rambo Circus goes digital; to perform online amid the pandemic
3275,25-09-2020,Pandemic makes 90% Indians careful with expenses: Survey
3276,25-09-2020,"Sensex tanks 1,115 pts on fears of bigger Covid hit"
3277,25-09-2020,BCom students strive to finish syllabus in lockdown
3278,25-09-2020,NCW gets 134 complaints by women in Telangana amid lockdown
3279,25-09-2020,Maharashtra: Akademi winner turns farmhand as lockdown takes away lecturer job
3280,25-09-2020,Maharashtra: Akademi winner turns farmhand as lockdown takes away lecturer job
3281,25-09-2020,No ‘random decision’ on any further lockdown in Pune district: Deputy CM Ajit Pawar
3282,25-09-2020,"Covid-19: No plans to reimpose lockdown in Karnataka, says state govt"
3283,25-09-2020,War of words over pvt jumbo Covid centre in Chandrapur
3284,24-09-2020,"Water quality in Ganga, Beas, Sutlej, Chambal and Swarnarekha did not improve during lockdown period, says a CPCB report"
3285,24-09-2020,Gaming addiction in the lockdown is a real struggle for millennials
3286,24-09-2020,Uttarakhand HC appoints district-level monitoring committees to tackle pandemic
3287,24-09-2020,Gujarat: Mansa court junks lockdown cases
3288,24-09-2020,AICTE awards city institute for teaching efforts during lockdown
3289,24-09-2020,Visakhapatnam: Vaccination programmes for stray animals hit hard due to pandemic
3290,24-09-2020,"Chennai, Bengaluru and Mumbai had ‘cleanest air’ in lockdown"
3291,24-09-2020,"Lockdown boom: Birth control halted by Covid, number of strays up in Chennai"
3292,24-09-2020,Special educators connect with disabled children to beat lockdown blues
3293,23-09-2020,"Mistrys seek to sell Tata stake, but valuation seen as challenge"
3294,23-09-2020,Jaipur: Lockdown eased but many colonies still keep gates shut
3295,23-09-2020,Tamil Nadu traders’ body seeks further lockdown relaxation
3296,23-09-2020,Kolkata: Fish market suffers Rs 1.3 crore fraud during lockdown
3297,23-09-2020,Enforcement of pandemic rules most stringent in north Chennai
3298,23-09-2020,Visakhapatnam: Lammasingi’s strawberry farmers brace for losses due to pandemic
3299,23-09-2020,BJP releases e-book on work done during pandemic
3300,22-09-2020,Sensex tanks 812 pts as virus spread stokes fresh eco fears
3301,22-09-2020,Dussehra effigy maker suffers pandemic pangs
3302,22-09-2020,Lockdown helped in reducing cases doubling time in state: AIIMS study
3303,21-09-2020,"Rakshit Shetty heads to Goa to work on Richie, the script of which he began writing during the lockdown"
3304,21-09-2020,Karnataka: Pandemic leaves fishing industry in doldrums
3305,21-09-2020,UP CM Yogi Adityanath launches integrated portal to combat coronavirus pandemic
3306,21-09-2020,Mandi alternatives: How agri-tech startups beat lockdown blues
3307,20-09-2020,Downgrading degree earned during pandemic will draw action
3308,20-09-2020,"Pune: Pandemic leads to tough choices, even inspires better opportunities"
3309,20-09-2020,Lucknow professor’s audio books break pandemic shackles for blind
3310,20-09-2020,Lockdown brings down fire accidents by almost half in Trichy
3311,20-09-2020,"Break-up wala butter chicken to sourdough rotis, the pandemic is changing our most popular dishes"
3312,20-09-2020,"Eighties redux: In pandemic year, pandals go retro in Kolkata, keep it simple"
3313,19-09-2020,Former Tata exec Rajiv Dube returns from Birla co
3314,19-09-2020,Life back to ‘normal’ in city amid pandemic
3315,19-09-2020,Bihar: Jails getting overcrowded amid pandemic
3316,19-09-2020,"For smokers hoping to quit, a pandemic offers a push"
3317,19-09-2020,CHILD MARRIAGES GET A PANDEMIC PUSH
3318,19-09-2020,Lockdown over but most city buses still off the road
3319,19-09-2020,Pkl sand mafia went to work during lockdown
3320,19-09-2020,Pandemic unmasks Surat’s face of humanity
3321,19-09-2020,Cheers! Wine sales in India finally recovering from lockdown slump
3322,19-09-2020,Pandemic stalls 3 ropeways in Nashik dist planned to boost religious tourism
3323,18-09-2020,Lockdown blues drive trader to end life in Rajkot
3324,18-09-2020,Irdai panel proposes Rs 75k cr pandemic pool
3325,18-09-2020,Lockdown boon? Non-Covid deaths in UP decline by 30%
3326,18-09-2020,Lockdown norms violation keeps cases up in Tiruvarur
3327,18-09-2020,"IRDAI panel moots Rs 75,000 cr pandemic pool for India"
3328,18-09-2020,Fans of Periyar and Modi wage war on netas’ b’day
3329,17-09-2020,"CAT 2020: With pandemic in mind, exam duration to be compressed to 2 hours"
3330,17-09-2020,Pandemic gives thrust to river swimming
3331,16-09-2020,Textbook sales plummet by 60% in Patna since lockdown
3332,16-09-2020,Pandemic encouraging small towns to develop co-working office spaces
3333,16-09-2020,Students taught farming by NGO during lockdown
3334,16-09-2020,Jayant Patil warns of lockdown as cases rise across Sangli
3335,16-09-2020,"Lockdown leaves kids with autism in lurch, wrecks routines"
3336,16-09-2020,‘Awareness not lockdown will flatten Covid curve’
3337,16-09-2020,"Mumbai: Lockdown tests urban poor as earnings dip, welfare net shrinks"
3338,16-09-2020,1k protesting ‘cops’ booked under pandemic law
3339,15-09-2020,"Battle against Covid-19 still far from over, bold decision of lockdown prevented 37-78 thousand deaths: Harsh Vardhan"
3340,15-09-2020,"Battle against Covid-19 still far from over, bold decision of lockdown prevented 37-78 thousand deaths: Harsh Vardhan"
3341,15-09-2020,Tata JV company names rival SP’s PR firm’s head director
3342,15-09-2020,Lockdown fails to restrict lovebirds from elopement
3343,15-09-2020,Corpn collects Rs 2 crore fine from pandemic rule flouters
3344,15-09-2020,"Lockdown or no lockdown, that is the question: Now, citizens want it as government hems and haws"
3345,14-09-2020,"Dempo: Restructure, innovate businesses during pandemic"
3346,14-09-2020,Debit card spend beats credit card in lockdown
3347,14-09-2020,MIND MATTERS MOST WHEN PANDEMIC STRIKES
3348,14-09-2020,Inter-state buses to ply to Gujarat today 1st time after lockdown
3349,14-09-2020,Kazi Nazrul film negative damaged during lockdown
3350,14-09-2020,Lockdown horror? Domestic violence cases double in Ahmedabad
3351,14-09-2020,Pandemic threatens to dim sparkle of fireworks industry
3352,14-09-2020,"No lockdown for now, but pay Rs500 for going maskless"
3353,13-09-2020,Your guide to wearing and caring for your mask amid the pandemic
3354,13-09-2020,Rajkot markets self-impose partial lockdown from September 14
3355,13-09-2020,Pandemic delays govt scheme seeking Dalit students’ admission to elite schools
3356,13-09-2020,"No lockdown in Solapur, says collector"
3357,13-09-2020,Pandemic brings C-change in the life of Kolkata ‘doms’
3358,12-09-2020,#DurgaPuja2020: Kumartuli gets innovative to beat pandemic blues
3359,12-09-2020,Tatas block SP’s plan to pledge Tata Sons shares
3360,12-09-2020,Govt to challenge orders rejecting chargesheets for lockdown violations
3361,12-09-2020,First int’l chartered medical flight lands in Surat after lockdown
3362,12-09-2020,Mumbai: SIT arrests 4 Juhu constables for 22-year-old man’s lockdown death
3363,12-09-2020,"Sunday lockdown withdrawn, mkts to open on all 7 days of week"
3364,12-09-2020,Medical aspirants on tenterhooks over exam in pandemic times
3365,12-09-2020,Tamil Nadu: Homeward ho! The new travel trend amid pandemic
3366,12-09-2020,War on virus: NIPER nebuliser offers hope
3367,11-09-2020,Street children high on drugs need swift rehabilitation in pandemic time: Experts
3368,11-09-2020,"After Mundhe gone, traders now plead for lockdown in city"
3369,11-09-2020,"Kolkata: Bars, restaurants eye bumper sales after lockdown rollback"
3370,11-09-2020,CM Edappadi K Palaniswami tours Tamil Nadu amid Covid pandemic to enthuse party cadre ahead of polls
3371,11-09-2020,Vegetable carts mushroom in Bhopal as jobs disappear in pandemic
3372,11-09-2020,"NLIU students demand waiver for library, hostel fee due to COVID lockdown"
3373,09-09-2020,Too much screen time puts a strain on eyes amid pandemic
3374,09-09-2020,"Lockdown eased, chain snatchers back on streets in Nashik"
3375,09-09-2020,Police allay emergency workers’ fears on lockdown day car query
3376,09-09-2020,80% patients did not visit PGI ever since pandemic broke out
3377,09-09-2020,Keralites happy with govt’s response to the pandemic
3378,07-09-2020,Physical inactivity and stress during pandemic lead to spike in PCOS cases
3379,07-09-2020,Colleges gear up to conduct final exams amidst pandemic
3380,07-09-2020,NITK rises to challenge posed by pandemic
3381,07-09-2020,Haridwar’s de-addiction centres empty out amid pandemic
3382,07-09-2020,Companies at Infopark flaunt pandemic resilience thanks to focus on digitization
3383,07-09-2020,Jharkhand: Automobile sector on road to revival
3384,07-09-2020,Jharkhand: Automobile sector on road to revival
3385,07-09-2020,State looks to help with parenting during pandemic
3386,07-09-2020,"Riding on non-Basmati rice, sugar, agri exports jump 23% in Q1 despite lockdown"
3387,07-09-2020,Fresh Tamil vs Hindi war fires up Twitter
3388,07-09-2020,September’s 1st total lockdown in West Bengal on Monday
3389,06-09-2020,No rush this Saturday as Sunday lockdown is over
3390,06-09-2020,Lockdown was necessary in March: Piyush Goyal
3391,06-09-2020,Teachers lauded for work during pandemic in online celebrations
3392,06-09-2020,Pandemic battle shifts the focus away from HIV tests
3393,05-09-2020,Film on road safety wins awards at film fests during lockdown
3394,05-09-2020,Sensex tanks 634 pts on US mkt slide
3395,05-09-2020,"India, Russia take part in two-day naval war games in Bay of Bengal"
3396,05-09-2020,"Indore: No Sunday lockdown & night curfew, ibuses back on road"
3397,05-09-2020,Several state assemblies that met amid pandemic did without Q-hour
3398,04-09-2020,Kerala: Lockdown gives infrastructure push for tourism sector
3399,04-09-2020,Couple hang selves after man loses his job due to lockdown
3400,04-09-2020,Partial lifting of lockdown in HC from Sept 7
3401,04-09-2020,Sharp drop in immunisation of infants during lockdown
3402,04-09-2020,Lockdown helped some couples on infertility treatment conceive naturally
3403,04-09-2020,"195 suicides in Noida since January, numbers spiked after lockdown"
3404,04-09-2020,Court may let off lockdown violators with lighter fine
3405,03-09-2020,How Kotlin won the language war in Android app development
3406,03-09-2020,SOPs out for conducting exams amid pandemic
3407,03-09-2020,Street hawkers at ‘receiving end’ amid pandemic
3408,03-09-2020,Uttar Pradesh CM for kick-starting infrastructure projects stuck in pandemic
3409,03-09-2020,"Lockdown ends, but this Surat bizman’s food mission continues"
3410,02-09-2020,The pandemic has made artistes learn new skills and upgrade themselves: Bhoomi Trivedi
3411,02-09-2020,Set up war memorial gallery at Patna Museum: Ex-servicemen
3412,02-09-2020,Gynaecologist loses Covid fight after serving patients during pandemic in Kolkata
3413,02-09-2020,Lockdown relaxations: Chennai steps out of home after five months
3414,02-09-2020,"Total lockdown hits supply line, pushes up veggie rates in West Bengal"
3415,02-09-2020,Only four drunken driving violations during lockdown from April to June in Goa
3416,02-09-2020,Over 10 lakh arrested in Tamil Nadu for violating lockdown norms
3417,02-09-2020,"Khmer Rouge's chief jailer, guilty of war crimes, dies at 77"
3418,01-09-2020,"With alcohol sale allowed now, bars and pubs look at recovering from the effect of the pandemic"
3419,01-09-2020,Sensex crashes 839 points on bad news
3420,01-09-2020,Jaipur: Collector withdraws lockdown orders issued by incident commander
3421,01-09-2020,No lockdown in JEE-NEET exam cities: Rajasthan govt
3422,01-09-2020,Pandemic brings to a halt Pune’s famed 127-year-old visarjan tradition
3423,01-09-2020,Nitin Raut drops plan for weekend lockdown with curfew
3424,01-09-2020,"Lockdown eased, hills beckon but with riders"
3425,01-09-2020,"Lockdown relaxed, Kodai hills beckon but with clauses"
3426,01-09-2020,Low-key Onam celebrations amid coronavirus pandemic
3427,01-09-2020,50-odd flyers camp outside Kolkata airport on lockdown day
